Street Number, Street Name, Zipcode, Price
415, W 1ST ST, 92780, $2900000
364, S CABRILLO AVE, 90731, $500000
1608, H ST, 93721, $1350000
1845, N VULCAN AVE, 92024, $2595000
410, W FLETCHER AVE, 92865, $7620515
9521, KRUSE RD, 90660, $3286320
148, W RIALTO AVE, 92376, $1000000
279, GOODYEAR ST, 95110, $3593664
121, S HARBOR BLVD, 92805, $545000
102, S HARBOR BLVD, 92805, $545000
2295, DURFEE AVE, 91732, $4000000
8920, 8TH ST, 91730, $675000
568, 1/2 EVERETT ST, 90026, $1300000
12182, GARFIELD AVE, 90280, $5975000
2644, CONEJO CENTER DR, 91320, $585000
6550, KNOTT AVE, 90621, $2250000
641, DEL GANADO RD, 94903, $1350000
435, N CLOVIS AVE, 93611, $2809404
5837, PALM AVE, 95841, $795000
453, N M ST, 93274, $1299000
1231, 1ST ST, 95020, $8350000
30, W MAIN ST, 91801, $1350000
869, 1/2 EVERETT ST, 90026, $1300000
259, KING ST, 94107, $4300000
4859, 67TH ST, 92115, $4999999
273, 1/2 EVERETT ST, 90026, $1300000
855, 1/2 EVERETT ST, 90026, $1300000
4420, W MAGNOLIA BLVD, 91505, $75000
40, BELMONT AVE, 90803, $1850000
84, 1/2 EVERETT ST, 90026, $1300000
654, DEL GANADO RD, 94903, $1350000
3938, 5TH AVE, 92103, $5795000
4368, MISSISSIPPI ST, 92104, $6700000
1845, PINE AVE, 90806, $4925000
1367, GRAND AVE, 92109, $11000000
498, 1/2 EVERETT ST, 90026, $1300000
520, 1/2 EVERETT ST, 90026, $1300000
3971, COMMERCE DR, 95691, $4899000
722, 1/2 EVERETT ST, 90026, $1300000
105, N A ST, 93030, $1800000
20494, ANITA AVE, 94546, $16100000
756, CALLE PL, 93012, $1630000
1310, WESTWOOD BLVD, 90024, $5250000
331, S H ST, 93304, $389500
368, S CABRILLO AVE, 90731, $500000
932, N MADISON ST, 95202, $749000
1926, HANCOCK ST, 92110, $3200000
618, TENNESSEE ST, 94590, $1900000
200, S LONG BEACH BLVD, 90221, $375000
1348, GRAND AVE, 92109, $11000000
410, 1/2 EVERETT ST, 90026, $1300000
6089, N 1ST ST, 93710, $1249900
319, S CABRILLO AVE, 90731, $500000
24556, EUCALYPTUS AVE, 92553, $1750000
616, TERMINAL WAY, 92627, $4400000
1965, N VENTURA RD, 93036, $3800000
225, STATE ST, 93101, $4950000
965, W 7TH ST, 93030, $239900
2255, DURFEE AVE, 91732, $4000000
2206, FLORIDA AVE, 94804, $699999
1241, 1ST ST, 95020, $8350000
22535, SIOUX RD, 92308, $3750000
815, S ANZA ST, 92020, $1225000
42208, REMINGTON AVE, 92590, $850000
602, MAIN ST, 95695, $2350000
15732, PARAMOUNT BLVD, 90723, $1150000
11, 1/2 EVERETT ST, 90026, $1300000
12433, LAMBERT RD, 90606, $1370000
7995, S VAN NESS AVE, 90305, $1248100
3609, W 5TH ST, 93030, $560000
883, W RIALTO AVE, 92376, $2695000
3553, HIGHLAND AVE, 92346, $299000
1914, 51ST AVE, 94601, $650000
728, E 62ND ST, 90001, $8604750
2857, 4TH AVE, 92103, $4475000
20659, LAKE FOREST DR, 92630, $9690000
159, 1/2 EVERETT ST, 90026, $1300000
2330, HURLEY WAY, 95825, $3250000
10825, MAGNOLIA BLVD, 91601, $5950000
946, W BEACH AVE, 90302, $7200000
5655, CUSHING PKY, 94538, $29950000
2037, SINALOA RD, 93065, $2600000
20411, S SUSANA RD, 90810, $4000000
590, N EAST ST, 95776, $953000
4357, TECHNOLOGY DR, 94538, $8600000
879, W RIALTO AVE, 92376, $2695000
12199, GARFIELD AVE, 90280, $5975000
685, 1/2 EVERETT ST, 90026, $1300000
2883, B ST, 92102, $10750000
1571, REPORT AVE, 95205, $799000
2821, LYTTON ST, 92110, $1799999
1773, W SAN BERNARDINO RD, 91790, $506250
3876, BEACON AVE, 94538, $995000
41221, FREMONT BLVD, 94538, $3196000
880, 1/2 EVERETT ST, 90026, $1300000
26903, CHERRY HILLS BLVD, 92586, $18500000
233, E SIXTH ST, 93030, $875000
2060, N ANGUS ST, 93703, $15800000
2068, N ANGUS ST, 93703, $15800000
3680, E HIGHLAND AVE, 92346, $5900000
8011, CROESUS ST, 90001, $2795000
13321, IMPERIAL HWY, 90605, $1550000
965, MOFFAT BLVD, 95336, $900000
590, 1/2 EVERETT ST, 90026, $1300000
1649, W 15TH ST, 90813, $3848000
20021, VENTURA BLVD, 91364, $6558000
95, 1/2 EVERETT ST, 90026, $1300000
1007, BORANDA AVE, 94040, $3600000
694, E OLIVE AVE, 95380, $525000
937, RUFF DR, 95110, $5738550
1055, GRANT AVE, 94133, $6150000
2400, W MILL ST, 92410, $749000
12833, SAN PABLO AVE, 94805, $525000
1317, W 11TH ST, 95341, $3150000
849, S MOUNTAIN AVE, 91762, $8712000
1048, GRANT AVE, 94133, $6150000
2138, N ANGUS ST, 93703, $15800000
4888, 67TH ST, 92115, $4999999
20443, ANITA AVE, 94546, $16100000
529, 8TH ST, 94607, $4350000
3680, W 5TH ST, 93030, $625000
4162, 38TH ST, 92105, $865000
899, S BRISTOL ST, 92703, $8250000
303, CULVER BLVD, 90293, $5500000
4560, PECK RD, 91732, $5500000
900, N SIERRA WAY, 92410, $425000
435, 1/2 EVERETT ST, 90026, $1300000
28979, SAN TIMOTEO CANYON RD, 92373, $849900
213, 1/2 EVERETT ST, 90026, $1300000
126, 1/2 EVERETT ST, 90026, $1300000
391, S CABRILLO AVE, 90731, $500000
6160, COLDWATER CANYON AVE, 91606, $7750000
433, 1/2 EVERETT ST, 90026, $1300000
837, 1/2 EVERETT ST, 90026, $1300000
1235, S BRONSON AVE, 90019, $1450000
700, W 1ST ST, 92780, $2249000
1819, ARNOLD INDUSTRIAL PL, 94520, $3000000
2170, CALIFORNIA ST, 94520, $1250000
4162, 32ND ST, 92104, $3075000
59, 1/2 EVERETT ST, 90026, $1300000
333, E ALPINE AVE, 95204, $500000
535, HARVEST PARK DR, 94513, $1799900
6624, OWENS DR, 94588, $2350000
2566, LEGHORN ST, 94043, $4800000
2822, LYTTON ST, 92110, $1799999
6144, CAMINO VERDE DR, 95119, $9750000
432, E EUCLID AVE, 90222, $49950000
3616, W 5TH ST, 93030, $560000
864, S BRISTOL ST, 92703, $8250000
949, W 7TH ST, 93030, $299500
8515, GARDEN GROVE BLVD, 92844, $1898800
3650, W 5TH ST, 93030, $625000
17311, STEVENS CANYON RD, 95014, $2100000
3810, KEATING ST, 92110, $3705000
3357, APACHE AVE, 92117, $795000
11321, TALBERT AVE, 92708, $4340000
318, S CABRILLO AVE, 90731, $500000
4889, 67TH ST, 92115, $4999999
2712, S FAIRVIEW ST, 92704, $21566375
9514, KRUSE RD, 90660, $3286320
627, E 3RD AVE, 94401, $16500000
545, N UNION RD, 95337, $1250000
15026, VALLEY BLVD, 92335, $425000
2873, 4TH AVE, 92103, $4475000
385, S CABRILLO AVE, 90731, $500000
176, W ALAMEDA ST, 95336, $795000
1494, E THOUSAND OAKS BLVD, 91362, $3450000
520, KINGS COUNTY DR, 93230, $590050
864, ANCHORAGE PL, 91914, $740000
953, W 7TH ST, 93030, $239900
3290, NATIONAL AVE, 92113, $1100000
10737, LAUREL ST, 91730, $5250000
1819, PARK AVE, 95126, $1359900
1536, REPORT AVE, 95205, $799000
3567, KETTNER BLVD, 92101, $11500000
1451, PECKHAM ST, 92833, $2549000
1913, PARK ST, 94501, $2995000
2075, N ANGUS ST, 93703, $15800000
0, WHITES CANYON RD, 91351, $675000
111, S HARBOR BLVD, 92805, $545000
6450, WINDING WAY, 95608, $539900
120, S HARBOR BLVD, 92805, $545000
2740, S BRISTOL ST, 92704, $8650000
4359, TECHNOLOGY DR, 94538, $8600000
10660, SAN SEVAINE WAY, 91752, $1982400
920, CLAY ST, 94108, $1990000
103, W SONORA AVE, 93274, $575000
4756, 1/2 BANCROFT ST, 92116, $1299000
3629, W 5TH ST, 93030, $560000
4078, N CEDAR AVE, 93726, $242000
2806, W LINCOLN AVE, 92801, $1920000
388, S CABRILLO AVE, 90731, $500000
6913, ARCHIBALD AVE, 91701, $1790000
21100, ERWIN ST, 91367, $12635000
1532, E WALNUT AVE, 92867, $6950000
2044, SINALOA RD, 93065, $2600000
6836, ARLINGTON AVE, 92504, $399000
825, W 165TH PL, 90247, $3600000
2824, BUTLER AVE, 90262, $17200000
175, 1/2 EVERETT ST, 90026, $1300000
1527, E WALNUT AVE, 92867, $6950000
8025, FIRESTONE BLVD, 90241, $3474000
508, E EUCLID AVE, 90222, $49950000
2047, N ANGUS ST, 93703, $15800000
964, W 7TH ST, 93030, $239900
1657, N 8TH ST, 92324, $4600000
615, S ORANGE AVE, 92020, $1625000
1109, QUAIL ST, 92660, $1184355
5643, CUSHING PKY, 94538, $29950000
4200, COLUMBUS ST, 93306, $1335000
1053, GRANT AVE, 94133, $6150000
819, S MOUNTAIN AVE, 91762, $8712000
3867, BEACON AVE, 94538, $995000
9207, ARCHIBALD AVE, 91730, $493000
1621, H ST, 93721, $1350000
864, 1/2 EVERETT ST, 90026, $1300000
2412, LAS POSITAS RD, 94551, $8350000
7372, SAN RAMON RD, 94568, $4799900
1010, NATIONAL CITY BLVD, 91950, $7000000
5929, YORK BLVD, 90042, $3425000
134, 1/2 EVERETT ST, 90026, $1300000
3135, PARK MEADOWS DR, 93308, $1875000
151, FARRAGUT AVE, 94590, $1895000
2166, WASHINGTON AVE, 94577, $1500000
4705, WHITTIER BLVD, 90022, $2500000
916, 1/2 EVERETT ST, 90026, $1300000
543, W MAIN ST, 91801, $5880000
18080, QUANTICO RD, 92307, $2990000
1505, E VALLEY PKY, 92027, $3520000
2273, DURFEE AVE, 91732, $4000000
407, W VALLEY BLVD, 91803, $8000000
3024, FRANKLIN AVE, 92507, $1600000
146, 1/2 EVERETT ST, 90026, $1300000
395, S CABRILLO AVE, 90731, $500000
1075, E CALIFORNIA ST, 91761, $2899000
5617, CUSHING PKY, 94538, $29950000
434, 1/2 EVERETT ST, 90026, $1300000
1650, N 8TH ST, 92324, $4600000
12502, WASHINGTON BLVD, 90602, $2580000
12393, DOHERTY ST, 92503, $4178600
6156, COLDWATER CANYON AVE, 91606, $7750000
950, W 7TH ST, 93030, $299500
361, WOODWARD AVE, 94954, $460000
5613, CUSHING PKY, 94538, $29950000
2910, ALUM ROCK AVE, 95127, $7900000
4049, LINCOLN BLVD, 90292, $5375000
1722, ACTION AVE, 94559, $3100000
720, E 62ND ST, 90001, $8604750
1221, SACRAMENTO ST, 94590, $1100000
2400, ARTESIA BLVD, 90278, $3500000
1200, S DIAMOND BAR BLVD, 91765, $11400000
7150, EL CAJON BLVD, 92115, $6995000
2853, LINWOOD AVE, 95404, $1190000
20655, LAKE FOREST DR, 92630, $9690000
186, E EASTON ST, 92376, $4600000
6105, CAMINO VERDE DR, 95119, $9750000
9920, VALLEY BLVD, 91731, $42000000
709, MORMON ST, 95630, $2800000
3855, BEACON AVE, 94538, $995000
2479, N MARKS AVE, 93722, $4333000
44, AT TOWNE STREET, 92201, $995000
13419, WOODRUFF AVE, 90706, $2950000
173, S HARBOR BLVD, 92805, $545000
1695, E HIGHLAND AVE, 92404, $3099900
2112, ALHAMBRA BLVD, 95817, $1600000
6917, ARCHIBALD AVE, 91701, $1790000
472, 1/2 EVERETT ST, 90026, $1300000
4111, BAYARD ST, 92109, $3300000
32, S AMERICAN ST, 95202, $1075000
2689, CONEJO CENTER DR, 91320, $585000
522, E ACACIA AVE, 92543, $530000
1190, E FLORENCE AVE, 90001, $2300000
41, E LIVE OAK AVE, 91006, $4200000
309, E BALL RD, 92805, $6399000
5700, CUSHING PKY, 94538, $29950000
222, 1/2 EVERETT ST, 90026, $1300000
139, S OCCIDENTAL BLVD, 90057, $4750000
1454, DEL PASO BLVD, 95815, $949000
3136, PARK MEADOWS DR, 93308, $1875000
915, N EMILY ST, 92805, $1140000
2040, SINALOA RD, 93065, $2600000
3330, CLAYTON RD, 94519, $1600000
26815, CHERRY HILLS BLVD, 92586, $18500000
314, S CABRILLO AVE, 90731, $500000
408, 1/2 EVERETT ST, 90026, $1300000
1822, DELAWARE AVE, 90404, $2525000
28425, HASKELL CANYON RD, 91390, $8000000
132, BUSINESS CENTER DR, 92880, $17800000
4355, TECHNOLOGY DR, 94551, $425000
1020, CLEVELAND ST, 94061, $2395000
1905, N EL DORADO ST, 95204, $2400000
1645, N 8TH ST, 92324, $4600000
10826, MAGNOLIA BLVD, 91601, $5950000
835, INTERNATIONAL BLVD, 94606, $4900000
4100, LONE TREE WAY, 94531, $4998000
12209, LA CADENA DR, 92324, $200000
163, S HARBOR BLVD, 92805, $545000
16988, S HIGHLAND AVE, 92336, $2668000
142, S OCCIDENTAL BLVD, 90057, $4750000
22428, HESPERIAN BLVD, 94541, $1800000
340, MILLAR AVE, 92020, $495000
1641, W 15TH ST, 90813, $3848000
15370, FAIRFIELD RANCH RD, 91709, $1030400
540, W MAIN ST, 91801, $5880000
8990, WESTMINSTER BLVD, 92683, $7649999
941, W 7TH ST, 93030, $299500
26837, CHERRY HILLS BLVD, 92586, $18500000
6325, MARCONI ST, 90255, $3240000
5919, MISSION GORGE RD, 92120, $12450000
8971, FOLSOM BLVD, 95826, $2500000
12777, VALLEY VIEW ST, 92845, $3540000
6220, FAIR OAKS BLVD, 95608, $899000
856, S MOUNTAIN AVE, 91762, $8712000
3017, RAILROAD AVE, 94565, $250000
83, 1/2 EVERETT ST, 90026, $1300000
1990, NOVATO BLVD, 94947, $950000
352, 1/2 EVERETT ST, 90026, $1300000
2961, W BALL RD, 92804, $9950000
13973, FREDERICK ST, 92553, $1702030
4869, 67TH ST, 92115, $4999999
9762, FOOTHILL BLVD, 91730, $999999
4050, E ASHLAN AVE, 93726, $4059000
10659, SAN SEVAINE WAY, 91752, $1982400
18802, BARDEEN AVE, 92612, $9300000
3930, 5TH AVE, 92103, $5795000
1326, 1ST ST, 95020, $8350000
911, W 7TH ST, 93030, $239900
1319, W ALHAMBRA RD, 91801, $1288880
970, MOFFAT BLVD, 95336, $900000
47, 1/2 EVERETT ST, 90026, $1300000
712, MONTGOMERY ST, 94111, $6350000
900, 1/2 EVERETT ST, 90026, $1300000
1556, W FLORENCE AVE, 90047, $1600000
679, 1/2 EVERETT ST, 90026, $1300000
11035, ATLANTIC AVE, 90262, $700000
2610, SUNSET BLVD, 95677, $2584320
9070, MILLIKEN AVE, 91730, $2300000
1417, W VALLEY BLVD, 91803, $2100000
1060, E FOOTHILL BLVD, 91786, $605000
22456, SUENO RD, 91364, $650000
3868, BEACON AVE, 94538, $995000
1704, E HIGHLAND AVE, 92404, $3099900
1233, 1ST ST, 95020, $8350000
3811, MONTEREY RD, 90032, $795000
601, E 3RD AVE, 94401, $16500000
9998, CARROLL RD, 94551, $9288000
4739, ENGLE RD, 95608, $1450000
500, MAIN ST, 95695, $1395000
1450, N FITZGERALD AVE, 92376, $3600000
929, NORD AVE, 95926, $9433275
1444, PECKHAM ST, 92833, $2549000
2627, CONEJO CENTER DR, 91320, $585000
4278, TERRACE ST, 94611, $1750000
5658, CUSHING PKY, 94538, $29950000
1830, S MOONEY BLVD, 93277, $1050000
1851, PINE AVE, 90806, $4925000
2994, NATIONAL AVE, 92113, $1150000
22544, SIOUX RD, 92308, $3750000
111, N TUSTIN AVE, 92807, $2800000
826, S GRAND VIEW ST, 90057, $5500000
22001, AVALON BLVD, 90745, $1695000
911, SANTA FE AVE, 93721, $2750000
26851, CHERRY HILLS BLVD, 92586, $18500000
11703, FIRESTONE BLVD, 90650, $2575000
1630, A ST, 94509, $6200000
265, 1/2 EVERETT ST, 90026, $1300000
1050, W EL NORTE PKY, 92026, $3080000
1211, PLEASANT GROVE BLVD, 95678, $1650000
12151, GARFIELD AVE, 90280, $5975000
2535, KETTNER BLVD, 92101, $370000
7980, S VAN NESS AVE, 90305, $1248100
13969, FREDERICK ST, 92553, $1702030
208, 1/2 EVERETT ST, 90026, $1300000
2256, DURFEE AVE, 91732, $4000000
243, W HERNDON AVE, 93650, $495000
35130, ALVARADO NILES RD, 94587, $3150000
2332, MARKET ST, 94114, $6495000
6506, SAN PABLO AVE, 94608, $850000
12944, BROOKHURST WAY, 92844, $2100000
1123, FOLSOM ST, 94103, $5750000
1038, NATIONAL CITY BLVD, 91950, $7000000
3812, KEATING ST, 92110, $3705000
1914, S PACIFIC COAST HWY, 90277, $7973407
1218, SACRAMENTO ST, 94590, $1100000
2030, BACON ST, 92107, $3400000
5614, AUTO MALL PKY, 94538, $8800000
605, W MAIN ST, 91801, $5880000
643, E MAIN ST, 95202, $445000
2879, 4TH AVE, 92103, $4475000
609, W MAIN ST, 91801, $5880000
818, 1/2 EVERETT ST, 90026, $1300000
472, E EUCLID AVE, 90222, $49950000
340, DIVISION ST, 94103, $5250000
3480, 19TH ST, 94110, $2795000
937, W 7TH ST, 93030, $299500
2913, STATE ST, 92008, $5750481
435, S STATE COLLEGE BLVD, 92806, $3175000
26807, CHERRY HILLS BLVD, 92586, $18500000
1530, REPORT AVE, 95205, $799000
16915, S VERMONT AVE, 90247, $1300000
1035, NATIONAL CITY BLVD, 91950, $7000000
527, SANTA ANA AVE, 95112, $624950
848, S NORMANDIE AVE, 90005, $1700000
417, BARSON ST, 95060, $1350000
13408, WOODRUFF AVE, 90706, $2950000
2317, MARKET ST, 94114, $6495000
41686, DATE ST, 92562, $812820
4385, TECHNOLOGY DR, 94538, $8600000
1414, W VALLEY BLVD, 91803, $2100000
6519, S VERMONT AVE, 90044, $420000
1401, PACIFIC COAST HWY, 90710, $1699000
10675, SAN SEVAINE WAY, 91752, $1982400
12212, GARFIELD AVE, 90280, $5975000
4303, MAINE AVE, 91706, $3180000
219, S RIVERSIDE AVE, 92376, $1995000
10124, ROSEDALE HWY, 93312, $1199000
320, E BALL RD, 92805, $6399000
335, GROGAN AVE, 95341, $769000
6043, STAFFORD AVE, 90255, $1750000
2614, CONEJO CENTER DR, 91320, $585000
131, ELMIRA RD, 95687, $2250000
3430, N MARKS AVE, 93722, $319900
2113, VAN NESS AVE, 94109, $15000000
9757, LIBERTY ST, 91737, $750000
162, 1/2 EVERETT ST, 90026, $1300000
9620, CHARLEVILLE BLVD, 90212, $4850000
455, ELLIS ST, 94102, $3200000
14515, HOUSTON AVE, 93230, $900000
150, 1/2 EVERETT ST, 90026, $1300000
149, 1/2 EVERETT ST, 90026, $1300000
3674, W 5TH ST, 93030, $560000
653, E 3RD AVE, 94401, $16500000
632, DEL GANADO RD, 94903, $1350000
919, S CENTRAL AVE, 91204, $14950000
910, 1/2 EVERETT ST, 90026, $1300000
588, W MAIN ST, 91801, $5880000
184, W ALAMEDA ST, 95336, $795000
1461, HARBOR AVE, 90813, $1100000
4635, EDGEWARE RD, 92116, $1690000
923, 1/2 EVERETT ST, 90026, $1300000
600, D ST, 95380, $2000000
26892, CHERRY HILLS BLVD, 92586, $18500000
4588, PERALTA BLVD, 94536, $5310000
5848, LONETREE BLVD, 95765, $3700000
26893, CHERRY HILLS BLVD, 92586, $18500000
28412, HASKELL CANYON RD, 91390, $8000000
178, W ALAMEDA ST, 95336, $795000
99, N SAN ANTONIO AVE, 91786, $3000000
1251, S MUIRFIELD RD, 90019, $1999900
2369, PACIFIC AVE, 90806, $955000
5770, W SPRUCE AVE, 93722, $375000
790, E BONITA AVE, 91767, $7158000
1235, ROCK SPRINGS RD, 92026, $1500000
183, S HARBOR BLVD, 92805, $545000
5135, N BLACKSTONE AVE, 93710, $1695000
2223, WILLOWBROOK DR, 92056, $1800000
530, KINGS COUNTY DR, 93230, $2800000
881, W RIALTO AVE, 92376, $2695000
3367, 20TH ST, 94110, $1200000
318, E BALL RD, 92805, $6399000
19331, BEACH BLVD, 92648, $2100000
438, S MURPHY AVE, 94086, $9000000
1972, W HOLT AVE, 91768, $1495000
936, W 7TH ST, 93030, $239900
771, 1/2 EVERETT ST, 90026, $1300000
3344, HOLLY DR, 95376, $3200000
72, N 10TH ST, 95112, $3582000
8248, WHITE OAK AVE, 91325, $5500000
22481, BEAR VALLEY RD, 92308, $1500000
41691, DATE ST, 92562, $812820
3754, OCEAN VIEW BLVD, 92113, $2125000
2659, E ST, 92102, $1525000
2411, FAIRMOUNT AVE, 92105, $7750000
960, MOFFAT BLVD, 95336, $900000
17151, MAIN ST, 92345, $950000
2605, 27TH ST, 95818, $1215000
510, E EUCLID AVE, 90222, $49950000
321, CUESTA DEL MAR DR, 93033, $895000
10625, SAN SEVAINE WAY, 91752, $1982400
4803, WHITTIER BLVD, 90022, $3304224
3353, HOLLY DR, 95376, $3200000
12154, GARFIELD AVE, 90280, $5975000
3677, E HIGHLAND AVE, 92346, $5900000
20, E FOOTHILL BLVD, 91006, $9980000
2412, FAIRMOUNT AVE, 92105, $7750000
30720, STERN DR, 92584, $650000
10150, FOOTHILLS BLVD, 95747, $1964556
118, N A ST, 93030, $1800000
438, E EUCLID AVE, 90222, $49950000
3682, E HIGHLAND AVE, 92346, $5900000
2030, SACRAMENTO ST, 94590, $640360
7688, CRAIG AVE, 90621, $3500000
233, KING ST, 94107, $4300000
12519, BURBANK BLVD, 91607, $2750000
2287, DURFEE AVE, 91732, $4000000
100, N RANCHO SANTA FE RD, 92069, $7998000
200, TRASK ST, 93314, $2300000
5745, SPRING ST, 90621, $709000
330, 1/2 EVERETT ST, 90026, $1300000
2836, JUAN ST, 92110, $2800000
1244, 1ST ST, 95020, $8350000
624, E RANCHO VISTA BLVD, 93550, $1249000
1014, HILL ST, 90405, $3898000
817, S ENCINA ST, 93277, $1095000
2645, CONEJO CENTER DR, 91320, $585000
25087, S LAMMERS RD, 95377, $949900
7934, AUBURN BLVD, 95610, $3200000
20845, WILBEAM AVE, 94546, $2450000
20541, WISTERIA ST, 94546, $3588000
2119, N BEACHWOOD DR, 90068, $5950000
530, E EUCLID AVE, 90222, $49950000
3864, BEACON AVE, 94538, $995000
12166, GARFIELD AVE, 90280, $5975000
1622, H ST, 93721, $1350000
274, KING ST, 94107, $4300000
608, 1/2 EVERETT ST, 90026, $1300000
5444, COLFAX AVE, 91601, $1395000
12165, GARFIELD AVE, 90280, $5975000
36, ESTABROOK ST, 94577, $4350000
444, E EUCLID AVE, 90222, $49950000
2910, N SANTIAGO BLVD, 92867, $6000000
299, 1/2 EVERETT ST, 90026, $1300000
2723, CONEJO CENTER DR, 91320, $585000
4557, PECK RD, 91732, $5500000
550, BOGUE RD, 95991, $450000
4417, FIRESTONE BLVD, 90280, $1195000
416, S GRAND VIEW ST, 90057, $3300000
727, CLEMENT ST, 94118, $2298000
725, MAIN ST, 95695, $2795000
586, N LA CADENA DR, 92324, $1399990
4886, 67TH ST, 92115, $4999999
1611, S EUCLID ST, 92802, $654759
9243, RESEARCH DR, 92618, $1579355
4850, MURRIETA ST, 91710, $4419450
1250, OLIVER RD, 94534, $7750000
259, 1/2 EVERETT ST, 90026, $1300000
3295, ADRIATIC AVE, 90810, $799000
1646, ACTION AVE, 94559, $3100000
284, 1/2 EVERETT ST, 90026, $1300000
1036, S GRAND AVE, 90015, $4295000
1970, N VENTURA RD, 93036, $3800000
1049, GRANT AVE, 94133, $6150000
1821, A ST, 94509, $329000
4423, 52ND ST, 92115, $1348500
614, TENNESSEE ST, 94590, $1900000
646, 1/2 EVERETT ST, 90026, $1300000
1528, E WALNUT AVE, 92867, $6950000
8037, FAIRVIEW AVE, 91941, $1950000
2370, PACIFIC AVE, 90806, $955000
1223, SACRAMENTO ST, 94590, $1100000
632, E 3RD AVE, 94401, $16500000
913, WILLOW ST, 95125, $4200000
192, RAMONA PL, 93010, $1395000
4225, 42ND ST, 92105, $1640000
596, W MAIN ST, 91801, $5880000
9242, RESEARCH DR, 92618, $1579355
539, MIDDLEFIELD RD, 94301, $12000000
930, W 7TH ST, 93030, $239900
457, 1/2 EVERETT ST, 90026, $1300000
3338, HARBOR VIEW DR, 92106, $4200000
3910, CENTRE ST, 92103, $1695000
26889, CHERRY HILLS BLVD, 92586, $18500000
1703, W BALBOA BLVD, 92663, $5390000
549, HARVEST PARK DR, 94513, $1799900
1718, SESSUMS DR, 92374, $5400000
139, S HARBOR BLVD, 92805, $545000
1608, W ANAHEIM ST, 90813, $3000000
1543, WALLACE AVE, 94124, $3315000
834, S MOUNTAIN AVE, 91762, $8712000
587, 1/2 EVERETT ST, 90026, $1300000
220, S RIVERSIDE AVE, 92376, $1995000
2814, N MAROA AVE, 93704, $949950
289, 3RD ST, 95605, $1650000
824, S GRAND VIEW ST, 90057, $5500000
14701, DOOLITTLE DR, 94577, $10170000
1613, CLAY ST, 94612, $4000000
8215, COMMONWEALTH AVE, 90621, $3000000
2718, CONEJO CENTER DR, 91320, $585000
1402, N DURANT ST, 92706, $3395000
3871, BEACON AVE, 94538, $995000
875, 1/2 EVERETT ST, 90026, $1300000
2098, N ANGUS ST, 93703, $15800000
4876, 67TH ST, 92115, $4999999
1811, E CENTER ST, 92805, $1450000
553, 1/2 EVERETT ST, 90026, $1300000
1547, WALLACE AVE, 94124, $3315000
395, ROSEMEAD BLVD, 91107, $4000000
533, 1/2 EVERETT ST, 90026, $1300000
1538, GRANT AVE, 94133, $2300000
100, W WHITTIER BLVD, 90631, $1680000
406, 1/2 EVERETT ST, 90026, $1300000
6628, SYLMAR AVE, 91405, $2950000
3340, HARBOR VIEW DR, 92106, $4200000
422, S STATE COLLEGE BLVD, 92806, $3175000
875, ANCHORAGE PL, 91914, $740000
319, S UNION AVE, 90017, $1700000
1226, UNIVERSITY AVE, 92103, $15750000
4564, ARDEN DR, 91731, $675000
127, 1/2 EVERETT ST, 90026, $1300000
241, 1/2 EVERETT ST, 90026, $1300000
126, E ALAMEDA AVE, 91502, $2395000
807, ASHBURY ST, 94117, $2495000
17525, ARROW BLVD, 92335, $1650000
306, E COTA ST, 93101, $1950000
11210, 1ST AVE, 90603, $2830000
7501, SUNRISE BLVD, 95610, $8500000
2260, DURFEE AVE, 91732, $4000000
106, 1/2 EVERETT ST, 90026, $1300000
1240, 1ST ST, 95020, $8350000
805, E MAIN ST, 91801, $8980000
2384, MARITIME DR, 95758, $720000
581, W MAIN ST, 91801, $5880000
8216, COMMONWEALTH AVE, 90621, $3000000
599, MACARTHUR BLVD, 94577, $1190000
700, W EL NORTE PKY, 92026, $5750000
2928, S NORMANDIE AVE, 90007, $1380000
6128, CAMINO VERDE DR, 95119, $9750000
8130, ARROYO DR, 91770, $4098000
2271, DURFEE AVE, 91732, $4000000
537, NELSON ST, 90731, $2990000
28892, MARGUERITE PKY, 92692, $8872000
1308, E WILSON AVE, 91206, $899000
1410, BROWN AVE, 92509, $12622610
2854, 4TH AVE, 92103, $4475000
890, W RIALTO AVE, 92376, $2695000
701, N MAIN ST, 90012, $28000000
1276, 1ST ST, 95020, $8350000
230, 1/2 EVERETT ST, 90026, $1300000
557, HARVEST PARK DR, 94513, $1799900
6242, BEACH BLVD, 90621, $2199000
32, 1/2 EVERETT ST, 90026, $1300000
9019, LONG BEACH BLVD, 90280, $1049000
2408, LAS POSITAS RD, 94551, $8350000
3658, W 5TH ST, 93030, $560000
3774, RAILROAD AVE, 94565, $989000
4545, E 4TH ST, 90814, $1650000
825, S MOUNTAIN AVE, 91762, $8712000
2841, CHAPMAN ST, 94601, $2500000
1547, S EL DORADO ST, 95206, $448000
7150, CHESTNUT ST, 95020, $750000
2073, N ANGUS ST, 93703, $15800000
271, 1/2 EVERETT ST, 90026, $1300000
6374, E SHEPHERD AVE, 93619, $12993000
13459, BROOKS DR, 91706, $3000000
2175, NORTH LOOP RD, 94502, $6707400
305, S CABRILLO AVE, 90731, $500000
220, GRAND AVE, 94610, $3995000
1169, E FLORENCE AVE, 90001, $2300000
723, BROADWAY ST, 94590, $2500000
3003, PEERLESS AVE, 93308, $550000
