Street Number, Street Name, Zipcode, Price, Hyperlink
1227, SACRAMENTO ST, 94590, 1100000, https://www.loopnet.com/Listing/1217-1229-Sacramento-St-Vallejo-CA/17146305/
29, 29TH ST, 94110, 2600000, https://www.loopnet.com/Listing/29-31-29th-St-San-Francisco-CA/17710690/
3295, ADRIATIC AVE, 90810, 799000, https://www.loopnet.com/Listing/3295-Adriatic-Ave-Long-Beach-CA/17281935/
135, W RIALTO AVE, 92376, 1000000, https://www.loopnet.com/Listing/135-149-W-Rialto-Ave-Rialto-CA/14108381/
30078, HAUN RD, 92584, 5141000, https://www.loopnet.com/Listing/30075-30091-Haun-Rd-Menifee-CA/17641947/
1814, SOQUEL AVE, 95062, 4500000, https://www.loopnet.com/Listing/1800-1818-Soquel-Ave-Santa-Cruz-CA/17702823/
1030, B ST, 93706, 650000, https://www.loopnet.com/Listing/1030-B-St-Fresno-CA/16910611/
2430, RAILROAD ST, 92880, 7689000, https://www.loopnet.com/Listing/2430-Railroad-St-Corona-CA/17128898/
2707, WILLOW PASS RD, 94519, 1460000, https://www.loopnet.com/Listing/2700-2708-Willow-Pass-Rd-Concord-CA/15792702/
15147, RAYMER ST, 91405, 4500000, https://www.loopnet.com/Listing/15140-15180-Raymer-St-Van-Nuys-CA/17422940/
1812, SOQUEL AVE, 95062, 4500000, https://www.loopnet.com/Listing/1800-1818-Soquel-Ave-Santa-Cruz-CA/17702822/
1421, W VALLEY BLVD, 91803, 2100000, https://www.loopnet.com/Listing/1401-1427-W-Valley-Blvd-Alhambra-CA/16890767/
1832, ARNOLD INDUSTRIAL PL, 94520, 3000000, https://www.loopnet.com/Listing/1806-1836-Arnold-Industrial-Pl-Concord-CA/16740542/
182, W ALAMEDA ST, 95336, 795000, https://www.loopnet.com/Listing/171-185-W-Alameda-St-Manteca-CA/16891888/
1265, YORK ST, 94801, 1450000, https://www.loopnet.com/Listing/1265-York-St-Richmond-CA/17432676/
505, W 10TH ST, 94565, 2200000, https://www.loopnet.com/Listing/505-W-10th-St-Pittsburg-CA/14675927/
86, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
239, W HERNDON AVE, 93650, 495000, https://www.loopnet.com/Listing/232-244-W-Herndon-Ave-Fresno-CA/17734661/
28436, HASKELL CANYON RD, 91390, 8000000, https://www.loopnet.com/Listing/28410-28460-Haskell-Canyon-Rd-Santa-Clarita-CA/14445860/
7150, CHESTNUT ST, 95020, 750000, https://www.loopnet.com/Listing/7150-Chestnut-St-Gilroy-CA/16311434/
1927, TARAVAL ST, 94116, 2695000, https://www.loopnet.com/Listing/1927-1929-Taraval-St-San-Francisco-CA/16947155/
1837, S HIGHLAND AVE, 90019, 1395000, https://www.loopnet.com/Listing/1837-S-Highland-Ave-Los-Angeles-CA/17332234/
2233, 7TH AVE, 94606, 2200000, https://www.loopnet.com/Listing/2233-7th-Ave-Oakland-CA/17590601/
675, E 3RD AVE, 94401, 16500000, https://www.loopnet.com/Listing/600-680-E-3rd-Ave-San-Mateo-CA/16440499/
518, E EUCLID AVE, 90222, 49950000, https://www.loopnet.com/Listing/419-531-E-Euclid-Ave-Compton-CA/16301697/
5625, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
7712, CRAIG AVE, 90621, 3500000, https://www.loopnet.com/Listing/7682-7722-Craig-Ave-Buena-Park-CA/15073622/
13418, WOODRUFF AVE, 90706, 2950000, https://www.loopnet.com/Listing/13402-13428-Woodruff-Ave-Bellflower-CA/17549692/
256, KING ST, 94107, 4300000, https://www.loopnet.com/Listing/200-298-King-St-San-Francisco-CA/17571433/
1850, WARBURTON AVE, 95050, 3400000, https://www.loopnet.com/Listing/1850-Warburton-Ave-Santa-Clara-CA/15799638/
1541, W 134TH ST, 90249, 4075000, https://www.loopnet.com/Listing/1538-1542-W-134th-St-Gardena-CA/17041055/
26822, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
9776, FOOTHILL BLVD, 91730, 999999, https://www.loopnet.com/Listing/9760-9776-Foothill-Blvd-Rancho-Cucamonga-CA/16417127/
1434, ELM ST, 95678, 625000, https://www.loopnet.com/Listing/1434-Elm-St-Roseville-CA/17413744/
3432, 22ND ST, 94110, 7888000, https://www.loopnet.com/Listing/3426-3432-22nd-St-San-Francisco-CA/17215431/
7997, S VAN NESS AVE, 90305, 1248100, https://www.loopnet.com/Listing/7927-8001-S-Van-Ness-Ave-Inglewood-CA/17573269/
23920, SUNNYMEAD BLVD, 92553, 1599000, https://www.loopnet.com/Listing/23918-23922-Sunnymead-Blvd-Moreno-Valley-CA/17129092/
343, S CABRILLO AVE, 90731, 500000, https://www.loopnet.com/Listing/300-400-S-Cabrillo-Ave-Los-Angeles-CA/17518861/
3678, W 5TH ST, 93030, 625000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971121/
790, E BONITA AVE, 91767, 7158000, https://www.loopnet.com/Listing/790-E-Bonita-Ave-Pomona-CA/17400938/
5672, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
20661, LAKE FOREST DR, 92630, 9690000, https://www.loopnet.com/Listing/20651-20671-Lake-Forest-Dr-Lake-Forest-CA/15710006/
7247, E RIVERSIDE DR, 91761, 1700000, https://www.loopnet.com/Listing/7247-E-Riverside-Dr-Ontario-CA/17027540/
28425, HASKELL CANYON RD, 91390, 8000000, https://www.loopnet.com/Listing/28410-28460-Haskell-Canyon-Rd-Santa-Clarita-CA/14445860/
1122, FOLSOM ST, 94103, 5750000, https://www.loopnet.com/Listing/1122-1126-Folsom-St-San-Francisco-CA/16718765/
200, N LAS POSAS RD, 92069, 1975000, https://www.loopnet.com/Listing/200-N-Las-Posas-Rd-San-Marcos-CA/16666160/
20423, ANITA AVE, 94546, 16100000, https://www.loopnet.com/Listing/20421-20499-Anita-Ave-Castro-Valley-CA/16738320/
906, N BLACKSTONE AVE, 93701, 695000, https://www.loopnet.com/Listing/901-911-N-Blackstone-Ave-Fresno-CA/16311723/
938, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
68352, PEREZ RD, 92234, 1800000, https://www.loopnet.com/Listing/68352-Perez-Rd-Cathedral-City-CA/16435551/
816, S MOUNTAIN AVE, 91762, 8712000, https://www.loopnet.com/Listing/800-870-S-Mountain-Ave-Ontario-CA/17033296/
3685, E HIGHLAND AVE, 92346, 5900000, https://www.loopnet.com/Listing/3654-3694-E-Highland-Ave-Highland-CA/17031947/
1605, W ANAHEIM ST, 90813, 3000000, https://www.loopnet.com/Listing/1601-1609-W-Anaheim-St-Long-Beach-CA/17674546/
581, W LA HABRA BLVD, 90631, 799000, https://www.loopnet.com/Listing/579-581-W-La-Habra-Blvd-La-Habra-CA/17209765/
24531, WEBSTER AVE, 92553, 430000, https://www.loopnet.com/Listing/24531-Webster-Ave-Moreno-Valley-CA/14785705/
542, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
908, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
45031, ALTISSIMO WAY, 92532, 338000, https://www.loopnet.com/Listing/45031-Altissimo-Way-Lake-Elsinore-CA/17075546/
1531, REPORT AVE, 95205, 799000, https://www.loopnet.com/Listing/1525-1573-Report-Ave-Stockton-CA/17134490/
5235, 3RD ST, 94124, 2995000, https://www.loopnet.com/Listing/5222-5250-3rd-St-San-Francisco-CA/17387843/
8227, COMMONWEALTH AVE, 90621, 3000000, https://www.loopnet.com/Listing/8200-8230-Commonwealth-Ave-Buena-Park-CA/17611171/
20777, LEAPWOOD AVE, 90746, 5998620, https://www.loopnet.com/Listing/20770-20780-Leapwood-Ave-Carson-CA/16340253/
680, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
17845, CLARK AVE, 90706, 650000, https://www.loopnet.com/Listing/17845-Clark-Ave-Bellflower-CA/17403071/
10638, SAN SEVAINE WAY, 91752, 1982400, https://www.loopnet.com/Listing/10621-10675-San-Sevaine-Way-Jurupa-Valley-CA/17033169/
818, S ENCINA ST, 93277, 1095000, https://www.loopnet.com/Listing/815-819-S-Encina-St-Visalia-CA/17031439/
337, S CABRILLO AVE, 90731, 500000, https://www.loopnet.com/Listing/300-400-S-Cabrillo-Ave-Los-Angeles-CA/17518861/
13330, BLOOMFIELD AVE, 90650, 6000000, https://www.loopnet.com/Listing/13330-Bloomfield-Ave-Norwalk-CA/15239933/
12394, DOHERTY ST, 92503, 4178600, https://www.loopnet.com/Listing/12391-12397-Doherty-St-Riverside-CA/17524580/
2133, N ANGUS ST, 93703, 15800000, https://www.loopnet.com/Listing/2045-2139-N-Angus-St-Fresno-CA/17335641/
570, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
4753, TELEGRAPH RD, 90022, 3414200, https://www.loopnet.com/Listing/4745-4755-Telegraph-Rd-Los-Angeles-CA/17730693/
235, E SIXTH ST, 93030, 875000, https://www.loopnet.com/Listing/217-235-E-Sixth-St-Oxnard-CA/16444346/
431, LEROY DR, 92879, 1625000, https://www.loopnet.com/Listing/431-Leroy-Dr-Corona-CA/16940610/
6942, ARCHIBALD AVE, 91701, 1790000, https://www.loopnet.com/Listing/6910-6946-Archibald-Ave-Rancho-Cucamonga-CA/15785689/
1256, 1ST ST, 95020, 8350000, https://www.loopnet.com/Listing/1207-1331-1st-St-Gilroy-CA/16786375/
155, CAPP ST, 94110, 14980000, https://www.loopnet.com/Listing/154-170-Capp-St-San-Francisco-CA/16043245/
4040, S MOONEY BLVD, 93277, 9975000, https://www.loopnet.com/Listing/4037-4045-S-Mooney-Blvd-Visalia-CA/16685111/
3334, W ROSECRANS AVE, 90250, 1599000, https://www.loopnet.com/Listing/3334-3336-W-Rosecrans-Ave-Hawthorne-CA/16786623/
1408, 5TH ST, 91201, 3920000, https://www.loopnet.com/Listing/1404-1408-5th-St-Glendale-CA/15074030/
424, W 1ST ST, 92780, 2900000, https://www.loopnet.com/Listing/415-429-W-1st-St-Tustin-CA/16344181/
5605, AUTO MALL PKY, 94538, 8800000, https://www.loopnet.com/Listing/5605-5615-Auto-Mall-Pky-Fremont-CA/16904665/
8219, COMMONWEALTH AVE, 90621, 3000000, https://www.loopnet.com/Listing/8200-8230-Commonwealth-Ave-Buena-Park-CA/17611171/
303, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
1235, CARVER RD, 95350, 3050000, https://www.loopnet.com/Listing/1235-Carver-Rd-Modesto-CA/17691672/
3101, GARRITY WAY, 94806, 2980000, https://www.loopnet.com/Listing/3101-Garrity-Way-Richmond-CA/16085462/
927, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
2098, N ANGUS ST, 93703, 15800000, https://www.loopnet.com/Listing/2045-2139-N-Angus-St-Fresno-CA/17335641/
17740, COUNTY ROAD, 95695, 3625000, https://www.loopnet.com/Listing/17740-County-Road-96-Woodland-CA/16550098/
109, N TUSTIN AVE, 92807, 2800000, https://www.loopnet.com/Listing/108-122-N-Tustin-Ave-Anaheim-CA/17675256/
566, W MAIN ST, 91801, 5880000, https://www.loopnet.com/Listing/535-611-W-Main-St-Alhambra-CA/15941925/
3672, E HIGHLAND AVE, 92346, 5900000, https://www.loopnet.com/Listing/3654-3694-E-Highland-Ave-Highland-CA/17031947/
1222, S SYCAMORE AVE, 90019, 1495000, https://www.loopnet.com/Listing/1222-S-Sycamore-Ave-Los-Angeles-CA/17485799/
3883, BEACON AVE, 94538, 995000, https://www.loopnet.com/Listing/3845-3885-Beacon-Ave-Fremont-CA/14951445/
868, N GARFIELD AVE, 90640, 1395000, https://www.loopnet.com/Listing/868-870-N-Garfield-Ave-Montebello-CA/15937427/
597, W MAIN ST, 91801, 5880000, https://www.loopnet.com/Listing/535-611-W-Main-St-Alhambra-CA/15941925/
559, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
220, 5TH ST, 95605, 430000, https://www.loopnet.com/Listing/219-221-5th-St-West-Sacramento-CA/17404698/
2878, B ST, 92102, 10750000, https://www.loopnet.com/Listing/2871-2891-B-St-San-Diego-CA/15881427/
2424, FENTON ST, 91914, 3150000, https://www.loopnet.com/Listing/2424-Fenton-St-Chula-Vista-CA/9723057/
3333, HARBOR VIEW DR, 92106, 4200000, https://www.loopnet.com/Listing/3328-3340-Harbor-View-Dr-San-Diego-CA/17212292/
18417, E HIGHWAY, 95215, 1199950, https://www.loopnet.com/Listing/18417-E-Highway-4-Stockton-CA/17424989/
122, S ORANGE AVE, 92701, 1349000, https://www.loopnet.com/Listing/122-S-Orange-Ave-Santa-Ana-CA/16824195/
1627, A ST, 94509, 6200000, https://www.loopnet.com/Listing/1611-1663-A-St-Antioch-CA/17528195/
1613, H ST, 93721, 1350000, https://www.loopnet.com/Listing/1600-1650-H-St-Fresno-CA/16494239/
1228, UNIVERSITY AVE, 92103, 15750000, https://www.loopnet.com/Listing/1220-1228-University-Ave-San-Diego-CA/16576240/
4902, 67TH ST, 92115, 4987000, https://www.loopnet.com/Listing/4902-67th-St-San-Diego-CA/16380814/
5608, CYPRESS AVE, 95608, 2100000, https://www.loopnet.com/Listing/5608-Cypress-Ave-Carmichael-CA/17165855/
2525, ZANELLA WAY, 95928, 395000, https://www.loopnet.com/Listing/2525-Zanella-Way-Chico-CA/15975314/
5775, WACO ST, 91710, 1200000, https://www.loopnet.com/Listing/5775-Waco-St-Chino-CA/17358005/
3732, MONTEGO DR, 92649, 1285000, https://www.loopnet.com/Listing/3732-Montego-Dr-Huntington-Beach-CA/17661518/
227, E SIXTH ST, 93030, 875000, https://www.loopnet.com/Listing/217-235-E-Sixth-St-Oxnard-CA/16444346/
639, E 3RD AVE, 94401, 16500000, https://www.loopnet.com/Listing/600-680-E-3rd-Ave-San-Mateo-CA/16440499/
5775, W LAS POSITAS BLVD, 94588, 9985000, https://www.loopnet.com/Listing/5775-W-Las-Positas-Blvd-Pleasanton-CA/6476132/
21924, DE LA OSA ST, 91364, 1695000, https://www.loopnet.com/Listing/21921-21925-De-La-Osa-St-Woodland-Hills-CA/17613720/
7056, FOOTHILL BLVD, 91042, 550000, https://www.loopnet.com/Listing/7056-Foothill-Blvd-Tujunga-CA/17705424/
1435, S CENTRAL ST, 93277, 1488000, https://www.loopnet.com/Listing/1435-S-Central-St-Visalia-CA/17461031/
1030, NORTHGATE ST, 92507, 580000, https://www.loopnet.com/Listing/1030-Northgate-St-Riverside-CA/16846642/
805, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
9769, FOOTHILL BLVD, 91730, 999999, https://www.loopnet.com/Listing/9760-9776-Foothill-Blvd-Rancho-Cucamonga-CA/16417127/
8311, S FRUIT AVE, 93706, 1750000, https://www.loopnet.com/Listing/8311-S-Fruit-Ave-Fresno-CA/16499443/
946, W 7TH ST, 93030, 299500, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/12394578/
12148, GARFIELD AVE, 90280, 5975000, https://www.loopnet.com/Listing/12132-12222-Garfield-Ave-South-Gate-CA/17303858/
3675, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
649, DEL GANADO RD, 94903, 1350000, https://www.loopnet.com/Listing/621-655-Del-Ganado-Rd-San-Rafael-CA/15074456/
409, MENDOCINO AVE, 95401, 1495000, https://www.loopnet.com/Listing/409-Mendocino-Ave-Santa-Rosa-CA/17214061/
562, HARVEST PARK DR, 94513, 1799900, https://www.loopnet.com/Listing/535-575-Harvest-Park-Dr-Brentwood-CA/17281049/
3927, OCEANIC DR, 92056, 10500000, https://www.loopnet.com/Listing/3927-Oceanic-Dr-Oceanside-CA/17463872/
538, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
972, MOFFAT BLVD, 95336, 900000, https://www.loopnet.com/Listing/951-975-Moffat-Blvd-Manteca-CA/17013272/
6919, ARCHIBALD AVE, 91701, 1790000, https://www.loopnet.com/Listing/6910-6946-Archibald-Ave-Rancho-Cucamonga-CA/15785689/
13716, PENN ST, 90602, 4300000, https://www.loopnet.com/Listing/13716-Penn-St-Whittier-CA/17514466/
4059, E ASHLAN AVE, 93726, 4059000, https://www.loopnet.com/Listing/4041-4065-E-Ashlan-Ave-Fresno-CA/16644470/
4141, S NOGALES ST, 91792, 699000, https://www.loopnet.com/Listing/4141-S-Nogales-St-West-Covina-CA/15454017/
5922, MISSION GORGE RD, 92120, 12450000, https://www.loopnet.com/Listing/5901-5927-Mission-Gorge-Rd-San-Diego-CA/16757796/
28412, HASKELL CANYON RD, 91390, 8000000, https://www.loopnet.com/Listing/28410-28460-Haskell-Canyon-Rd-Santa-Clarita-CA/14445860/
1458, HARBOR AVE, 90813, 1100000, https://www.loopnet.com/Listing/1452-1462-Harbor-Ave-Long-Beach-CA/17123805/
541, MIDDLEFIELD RD, 94301, 12000000, https://www.loopnet.com/Listing/535-555-Middlefield-Rd-Palo-Alto-CA/14803958/
5, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
1958, N VENTURA RD, 93036, 3800000, https://www.loopnet.com/Listing/1954-1984-N-Ventura-Rd-Oxnard-CA/17591237/
1280, UNDERWOOD AVE, 94124, 2000000, https://www.loopnet.com/Listing/1278-1280-Underwood-Ave-San-Francisco-CA/17054637/
2460, S MAIN ST, 92882, 1395000, https://www.loopnet.com/Listing/2460-S-Main-St-Corona-CA/17282441/
5684, CUSHING PKY, 94538, 29950000, https://www.loopnet.com/Listing/5601-5701-Cushing-Pky-Fremont-CA/15292848/
5919, MISSION GORGE RD, 92120, 12450000, https://www.loopnet.com/Listing/5901-5927-Mission-Gorge-Rd-San-Diego-CA/16757796/
500, MOLINO ST, 90013, 1000000, https://www.loopnet.com/Listing/500-Molino-St-Los-Angeles-CA/17608061/
3685, W 5TH ST, 93030, 560000, https://www.loopnet.com/Listing/3600-3700-W-5th-St-Oxnard-CA/12971031/
620, VENTURE ST, 92029, 2400000, https://www.loopnet.com/Listing/620-Venture-St-Escondido-CA/16995841/
485, N WHISMAN RD, 94043, 1095000, https://www.loopnet.com/Listing/485-N-Whisman-Rd-Mountain-View-CA/17628704/
2650, NAPA VALLEY CORPORATE DR, 94558, 5250000, https://www.loopnet.com/Listing/2650-2656-Napa-Valley-Corporate-Dr-Napa-CA/17222804/
3550, PARK BLVD, 92103, 7200000, https://www.loopnet.com/Listing/3550-Park-Blvd-San-Diego-CA/17608228/
400, E 18TH ST, 94509, 995000, https://www.loopnet.com/Listing/400-E-18th-St-Antioch-CA/17593383/
3590, KETTNER BLVD, 92101, 11500000, https://www.loopnet.com/Listing/3554-3590-Kettner-Blvd-San-Diego-CA/17566239/
42445, SIERRA HWY, 93535, 2600000, https://www.loopnet.com/Listing/42445-Sierra-Hwy-Lancaster-CA/17486262/
320, SUPERIOR AVE, 92663, 485000, https://www.loopnet.com/Listing/320-Superior-Ave-Newport-Beach-CA/16519452/
552, HARVEST PARK DR, 94513, 1799900, https://www.loopnet.com/Listing/535-575-Harvest-Park-Dr-Brentwood-CA/17281049/
611, MIDDLEFIELD RD, 94063, 1995000, https://www.loopnet.com/Listing/611-Middlefield-Rd-Redwood-City-CA/16368024/
706, S LA BREA AVE, 90301, 1765000, https://www.loopnet.com/Listing/701-707-S-La-Brea-Ave-Inglewood-CA/17404778/
22526, SIOUX RD, 92308, 3750000, https://www.loopnet.com/Listing/22526-22544-Sioux-Rd-Apple-Valley-CA/16915221/
811, S ANZA ST, 92020, 1225000, https://www.loopnet.com/Listing/811-829-S-Anza-St-El-Cajon-CA/16753479/
4855, 67TH ST, 92115, 4999999, https://www.loopnet.com/Listing/4850-4890-67th-St-San-Diego-CA/17633041/
878, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
22860, SAVI RANCH PKY, 92887, 4700000, https://www.loopnet.com/Listing/22860-Savi-Ranch-Pky-Yorba-Linda-CA/13052122/
42075, REMINGTON AVE, 92590, 450000, https://www.loopnet.com/Listing/42075-Remington-Ave-Temecula-CA/17351826/
865, ANCHORAGE PL, 91914, 740000, https://www.loopnet.com/Listing/853-877-Anchorage-Pl-Chula-Vista-CA/17422822/
6106, CAMINO VERDE DR, 95119, 9750000, https://www.loopnet.com/Listing/6104-6146-Camino-Verde-Dr-San-Jose-CA/14401489/
6934, ARCHIBALD AVE, 91701, 1790000, https://www.loopnet.com/Listing/6910-6946-Archibald-Ave-Rancho-Cucamonga-CA/15785689/
1362, N SHAW RD, 95215, 495000, https://www.loopnet.com/Listing/1362-N-Shaw-Rd-Stockton-CA/17010402/
521, WILBUR AVE, 94509, 2350000, https://www.loopnet.com/Listing/521-Wilbur-Ave-Antioch-CA/16707301/
290, GOODYEAR ST, 95110, 3593664, https://www.loopnet.com/Listing/278-296-Goodyear-St-San-Jose-CA/16510853/
3878, BEACON AVE, 94538, 995000, https://www.loopnet.com/Listing/3845-3885-Beacon-Ave-Fremont-CA/14951445/
10943, JASMINE ST, 92337, 2700000, https://www.loopnet.com/Listing/10943-Jasmine-St-Fontana-CA/16088896/
6400, PACIFIC BLVD, 90255, 4971000, https://www.loopnet.com/Listing/6400-6402-Pacific-Blvd-Huntington-Park-CA/16413338/
1012, HILL ST, 90405, 3898000, https://www.loopnet.com/Listing/1012-1014-Hill-St-Santa-Monica-CA/17632155/
3403, YERBA BUENA RD, 95135, 56161080, https://www.loopnet.com/Listing/3403-Yerba-Buena-Rd-San-Jose-CA/16274548/
2351, SUTTER AVE, 95050, 2600000, https://www.loopnet.com/Listing/2351-Sutter-Ave-Santa-Clara-CA/15677379/
4161, 32ND ST, 92104, 3075000, https://www.loopnet.com/Listing/4158-4164-32nd-St-San-Diego-CA/17149167/
1222, SACRAMENTO ST, 94590, 1100000, https://www.loopnet.com/Listing/1217-1229-Sacramento-St-Vallejo-CA/17146305/
1448, PECKHAM ST, 92833, 2549000, https://www.loopnet.com/Listing/1441-1451-Peckham-St-Fullerton-CA/17458299/
975, MOFFAT BLVD, 95336, 900000, https://www.loopnet.com/Listing/951-975-Moffat-Blvd-Manteca-CA/17013272/
257, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
635, DEL GANADO RD, 94903, 1350000, https://www.loopnet.com/Listing/621-655-Del-Ganado-Rd-San-Rafael-CA/15074456/
7991, S VAN NESS AVE, 90305, 1248100, https://www.loopnet.com/Listing/7927-8001-S-Van-Ness-Ave-Inglewood-CA/17573269/
650, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
3015, RAILROAD AVE, 94565, 250000, https://www.loopnet.com/Listing/3006-3018-Railroad-Ave-Pittsburg-CA/16823694/
871, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
1628, ACTION AVE, 94559, 3100000, https://www.loopnet.com/Listing/1621-1723-Action-Ave-Napa-CA/16445312/
4751, TELEGRAPH RD, 90022, 3414200, https://www.loopnet.com/Listing/4745-4755-Telegraph-Rd-Los-Angeles-CA/17730693/
3925, FOOTHILL BLVD, 91214, 2150000, https://www.loopnet.com/Listing/3923-3925-Foothill-Blvd-La-Crescenta-CA/17332135/
6089, N 1ST ST, 93710, 1249900, https://www.loopnet.com/Listing/6089-N-1st-St-Fresno-CA/17093036/
2729, CONEJO CENTER DR, 91320, 585000, https://www.loopnet.com/Listing/2600-2736-Conejo-Center-Dr-Thousand-Oaks-CA/16114192/
507, E 18TH ST, 94509, 750000, https://www.loopnet.com/Listing/507-E-18th-St-Antioch-CA/17155526/
2063, S ATLANTIC BLVD, 91754, 195000, https://www.loopnet.com/Listing/2063-S-Atlantic-Blvd-Monterey-Park-CA/17014883/
24338, MAIN ST, 91321, 1700000, https://www.loopnet.com/Listing/24337-24339-Main-St-Santa-Clarita-CA/17284547/
1041, E 4TH ST, 92701, 11996750, https://www.loopnet.com/Listing/1039-1045-E-4th-St-Santa-Ana-CA/16085300/
2426, LAS POSITAS RD, 94551, 8350000, https://www.loopnet.com/Listing/2400-2428-Las-Positas-Rd-Livermore-CA/17407869/
3670, E HIGHLAND AVE, 92346, 5900000, https://www.loopnet.com/Listing/3654-3694-E-Highland-Ave-Highland-CA/17031947/
434, E EUCLID AVE, 90222, 49950000, https://www.loopnet.com/Listing/419-531-E-Euclid-Ave-Compton-CA/16301697/
5015, W WASHINGTON BLVD, 90016, 5200000, https://www.loopnet.com/Listing/5010-5016-W-Washington-Blvd-Los-Angeles-CA/17629348/
3004, TELEGRAPH AVE, 94609, 5450000, https://www.loopnet.com/Listing/3001-3007-Telegraph-Ave-Oakland-CA/17284290/
26847, CHERRY HILLS BLVD, 92586, 18500000, https://www.loopnet.com/Listing/26800-26926-Cherry-Hills-Blvd-Menifee-CA/17733968/
1800, TANEN ST, 94559, 590000, https://www.loopnet.com/Listing/1800-Tanen-St-Napa-CA/16592482/
0, NORDAHL RD, 92026, 799000, https://www.loopnet.com/Listing/0-Nordahl-Rd-Escondido-CA/17422699/
526, 1/2 EVERETT ST, 90026, 1300000, https://www.loopnet.com/Listing/938-1-2-940-1-2-Everett-St-Los-Angeles-CA/17711224/
28445, HASKELL CANYON RD, 91390, 8000000, https://www.loopnet.com/Listing/28410-28460-Haskell-Canyon-Rd-Santa-Clarita-CA/14445860/
35127, ALVARADO NILES RD, 94587, 3150000, https://www.loopnet.com/Listing/35124-35136-Alvarado-Niles-Rd-Union-City-CA/17225586/
4883, 67TH ST, 92115, 4999999, https://www.loopnet.com/Listing/4850-4890-67th-St-San-Diego-CA/17633041/
2324, 9TH ST, 94710, 1965000, https://www.loopnet.com/Listing/2324-9th-St-Berkeley-CA/17155331/
6712, GREENLEAF AVE, 90601, 1895000, https://www.loopnet.com/Listing/6710-6714-Greenleaf-Ave-Whittier-CA/16792540/
3470, E FLORIDA AVE, 92544, 1390000, https://www.loopnet.com/Listing/3470-E-Florida-Ave-Hemet-CA/17519947/
4363, TECHNOLOGY DR, 94538, 8600000, https://www.loopnet.com/Listing/4340-4390-Technology-Dr-Fremont-CA/16118464/
907, W 7TH ST, 93030, 239900, https://www.loopnet.com/Listing/901-999-W-7th-St-Oxnard-CA/17225595/
7939, AUBURN BLVD, 95610, 3200000, https://www.loopnet.com/Listing/7921-7959-Auburn-Blvd-Citrus-Heights-CA/15799834/
28423, HASKELL CANYON RD, 91390, 8000000, https://www.loopnet.com/Listing/28410-28460-Haskell-Canyon-Rd-Santa-Clarita-CA/14445860/
520, N COAST HWY, 92054, 1990000, https://www.loopnet.com/Listing/520-N-Coast-Hwy-101-Oceanside-CA/17661259/
